brand_slug,brand_name,origem,total,verified_inci,pct_inci,termo_volume,termo_inci,motivo,observacao,url_atual,status_brand_json,priority
nyaliss-beauty,Nyaliss Beauty,outras,0,0,0.0,🔴 vazio,⚪ N/A,missing_url,URL nao cadastrada em brands.json. Adicionar e rodar discovery.,,active,
nyata-cosmeticos,Nyata Cosméticos,outras,0,0,0.0,🔴 vazio,⚪ N/A,missing_url,URL nao cadastrada em brands.json. Adicionar e rodar discovery.,,active,
o-lobo-do-mar,O Lobo do Mar,outras,0,0,0.0,🔴 vazio,⚪ N/A,missing_url,URL nao cadastrada em brands.json. Adicionar e rodar discovery.,,active,
obliphica-cosmeticos,Obliphica Cosméticos,outras,0,0,0.0,🔴 vazio,⚪ N/A,missing_url,URL nao cadastrada em brands.json. Adicionar e rodar discovery.,,active,
oe-nani,Oe Nani,nacional,0,0,0.0,🔴 vazio,⚪ N/A,missing_url,URL nao cadastrada em brands.json. Adicionar e rodar discovery.,,active,
oeje-brazil,Oeje Brazil,outras,0,0,0.0,🔴 vazio,⚪ N/A,missing_url,URL nao cadastrada em brands.json. Adicionar e rodar discovery.,,active,
ogx-organix,OGX (Organix),outras,0,0,0.0,🔴 vazio,⚪ N/A,missing_url,URL nao cadastrada em brands.json. Adicionar e rodar discovery.,,active,
olaplex,Olaplex,internacional,0,0,0.0,🔴 vazio,⚪ N/A,missing_url,URL nao cadastrada em brands.json. Adicionar e rodar discovery.,,active,
oncosmetic,Oncosmetic,outras,0,0,0.0,🔴 vazio,⚪ N/A,missing_url,URL nao cadastrada em brands.json. Adicionar e rodar discovery.,,active,
onixx-brasil,Onixx Brasil,outras,0,0,0.0,🔴 vazio,⚪ N/A,missing_url,URL nao cadastrada em brands.json. Adicionar e rodar discovery.,,active,
oribe,Oribe,outras,0,0,0.0,🔴 vazio,⚪ N/A,missing_url,URL nao cadastrada em brands.json. Adicionar e rodar discovery.,,active,
original-sprout,Original Sprout,outras,0,0,0.0,🔴 vazio,⚪ N/A,missing_url,URL nao cadastrada em brands.json. Adicionar e rodar discovery.,,active,
orofluido,Orofluido,outras,0,0,0.0,🔴 vazio,⚪ N/A,missing_url,URL nao cadastrada em brands.json. Adicionar e rodar discovery.,,active,
ouidad,Ouidad,internacional,0,0,0.0,🔴 vazio,⚪ N/A,missing_url,URL nao cadastrada em brands.json. Adicionar e rodar discovery.,,active,
ouribel-cosmeticos,Ouribel Cosméticos,outras,0,0,0.0,🔴 vazio,⚪ N/A,missing_url,URL nao cadastrada em brands.json. Adicionar e rodar discovery.,,active,
oway,Oway,outras,0,0,0.0,🔴 vazio,⚪ N/A,missing_url,URL nao cadastrada em brands.json. Adicionar e rodar discovery.,,active,
oxe-cosmetics,Oxê Cosmetics,outras,0,0,0.0,🔴 vazio,⚪ N/A,missing_url,URL nao cadastrada em brands.json. Adicionar e rodar discovery.,,active,
p-lattelli-profissional,P'lattélli Profissional,outras,0,0,0.0,🔴 vazio,⚪ N/A,missing_url,URL nao cadastrada em brands.json. Adicionar e rodar discovery.,,active,
palmers,Palmer’s,outras,0,0,0.0,🔴 vazio,⚪ N/A,missing_url,URL nao cadastrada em brands.json. Adicionar e rodar discovery.,,active,
palmolive,Palmolive,outras,0,0,0.0,🔴 vazio,⚪ N/A,missing_url,URL nao cadastrada em brands.json. Adicionar e rodar discovery.,,active,
papel-para-mechas,Papel para Mechas,outras,0,0,0.0,🔴 vazio,⚪ N/A,missing_url,URL nao cadastrada em brands.json. Adicionar e rodar discovery.,,active,
paresi-nature,Paresí Nature,outras,0,0,0.0,🔴 vazio,⚪ N/A,missing_url,URL nao cadastrada em brands.json. Adicionar e rodar discovery.,,active,
patrono,Patrono,outras,0,0,0.0,🔴 vazio,⚪ N/A,missing_url,URL nao cadastrada em brands.json. Adicionar e rodar discovery.,,active,
paul-mitchell,Paul Mitchell,internacional,0,0,0.0,🔴 vazio,⚪ N/A,missing_url,URL nao cadastrada em brands.json. Adicionar e rodar discovery.,,active,
payot,Payot,outras,0,0,0.0,🔴 vazio,⚪ N/A,missing_url,URL nao cadastrada em brands.json. Adicionar e rodar discovery.,,active,
pelo-baum,Pelo Baum,outras,0,0,0.0,🔴 vazio,⚪ N/A,missing_url,URL nao cadastrada em brands.json. Adicionar e rodar discovery.,,active,
peter-thomas-roth,Peter Thomas Roth,outras,0,0,0.0,🔴 vazio,⚪ N/A,missing_url,URL nao cadastrada em brands.json. Adicionar e rodar discovery.,,active,
petre-cosmetics,Pétre Cosmetics,outras,0,0,0.0,🔴 vazio,⚪ N/A,missing_url,URL nao cadastrada em brands.json. Adicionar e rodar discovery.,,active,
phamda-professional,pHAMDÁ Professional,outras,0,0,0.0,🔴 vazio,⚪ N/A,missing_url,URL nao cadastrada em brands.json. Adicionar e rodar discovery.,,active,
pharma,Pharma,outras,0,0,0.0,🔴 vazio,⚪ N/A,missing_url,URL nao cadastrada em brands.json. Adicionar e rodar discovery.,,active,
pharmacy-botanicals,Pharmacy Botanicals,outras,0,0,0.0,🔴 vazio,⚪ N/A,missing_url,URL nao cadastrada em brands.json. Adicionar e rodar discovery.,,active,
philip-b,Philip B,outras,0,0,0.0,🔴 vazio,⚪ N/A,missing_url,URL nao cadastrada em brands.json. Adicionar e rodar discovery.,,active,
philip-kingsley,Philip Kingsley,outras,0,0,0.0,🔴 vazio,⚪ N/A,missing_url,URL nao cadastrada em brands.json. Adicionar e rodar discovery.,,active,
philips-walita,Philips Walita,outras,0,0,0.0,🔴 vazio,⚪ N/A,missing_url,URL nao cadastrada em brands.json. Adicionar e rodar discovery.,,active,
phk-professional-hair,PHK Professional Hair,outras,0,0,0.0,🔴 vazio,⚪ N/A,missing_url,URL nao cadastrada em brands.json. Adicionar e rodar discovery.,,active,
physalis,Physalis,outras,0,0,0.0,🔴 vazio,⚪ N/A,missing_url,URL nao cadastrada em brands.json. Adicionar e rodar discovery.,,active,3
phyto,Phyto,outras,0,0,0.0,🔴 vazio,⚪ N/A,missing_url,URL nao cadastrada em brands.json. Adicionar e rodar discovery.,,active,
phytoca,Phytoca,outras,0,0,0.0,🔴 vazio,⚪ N/A,missing_url,URL nao cadastrada em brands.json. Adicionar e rodar discovery.,,active,
phytoervas,Phytoervas,outras,0,0,0.0,🔴 vazio,⚪ N/A,missing_url,URL nao cadastrada em brands.json. Adicionar e rodar discovery.,,active,
phytogen,Phytogen,outras,0,0,0.0,🔴 vazio,⚪ N/A,missing_url,URL nao cadastrada em brands.json. Adicionar e rodar discovery.,,active,
phytomer,Phytomer,outras,0,0,0.0,🔴 vazio,⚪ N/A,missing_url,URL nao cadastrada em brands.json. Adicionar e rodar discovery.,,active,
plancton,Plancton,nacional,0,0,0.0,🔴 vazio,⚪ N/A,missing_url,URL nao cadastrada em brands.json. Adicionar e rodar discovery.,,active,
pola,POLA,outras,0,0,0.0,🔴 vazio,⚪ N/A,missing_url,URL nao cadastrada em brands.json. Adicionar e rodar discovery.,,active,
portier,Portier,outras,0,0,0.0,🔴 vazio,⚪ N/A,missing_url,URL nao cadastrada em brands.json. Adicionar e rodar discovery.,,active,
pravana,Pravana,outras,0,0,0.0,🔴 vazio,⚪ N/A,missing_url,URL nao cadastrada em brands.json. Adicionar e rodar discovery.,,active,
premier-hair,Premier Hair,outras,0,0,0.0,🔴 vazio,⚪ N/A,missing_url,URL nao cadastrada em brands.json. Adicionar e rodar discovery.,,active,
principia,Principia,outras,0,0,0.0,🔴 vazio,⚪ N/A,missing_url,URL nao cadastrada em brands.json. Adicionar e rodar discovery.,,active,
pro-cachos,Pro Cachos,outras,0,0,0.0,🔴 vazio,⚪ N/A,missing_url,URL nao cadastrada em brands.json. Adicionar e rodar discovery.,,active,
proart,ProArt,outras,0,0,0.0,🔴 vazio,⚪ N/A,missing_url,URL nao cadastrada em brands.json. Adicionar e rodar discovery.,,active,
prohair-cosmeticos-profissionais,Prohair Cosméticos Profissionais,outras,0,0,0.0,🔴 vazio,⚪ N/A,missing_url,URL nao cadastrada em brands.json. Adicionar e rodar discovery.,,active,
prohall-cosmetic,Prohall Cosmetic,outras,0,0,0.0,🔴 vazio,⚪ N/A,missing_url,URL nao cadastrada em brands.json. Adicionar e rodar discovery.,,active,
pureology,Pureology,outras,0,0,0.0,🔴 vazio,⚪ N/A,missing_url,URL nao cadastrada em brands.json. Adicionar e rodar discovery.,,active,
quantic-flora,Quantic Flora,outras,0,0,0.0,🔴 vazio,⚪ N/A,missing_url,URL nao cadastrada em brands.json. Adicionar e rodar discovery.,,active,
r-co,R+Co,outras,0,0,0.0,🔴 vazio,⚪ N/A,missing_url,URL nao cadastrada em brands.json. Adicionar e rodar discovery.,,active,
raavi,Raavi,outras,0,0,0.0,🔴 vazio,⚪ N/A,missing_url,URL nao cadastrada em brands.json. Adicionar e rodar discovery.,,active,
raiz-latina,Raiz Latina,outras,0,0,0.0,🔴 vazio,⚪ N/A,missing_url,URL nao cadastrada em brands.json. Adicionar e rodar discovery.,,active,
rare-way-cosmeticos,Rare Way Cosméticos,outras,0,0,0.0,🔴 vazio,⚪ N/A,missing_url,URL nao cadastrada em brands.json. Adicionar e rodar discovery.,,active,
rauk,Rauk,outras,0,0,0.0,🔴 vazio,⚪ N/A,missing_url,URL nao cadastrada em brands.json. Adicionar e rodar discovery.,,active,
ravv,RAVV,outras,0,0,0.0,🔴 vazio,⚪ N/A,missing_url,URL nao cadastrada em brands.json. Adicionar e rodar discovery.,,active,
rebeel-professional,Rebeel Professional,outras,0,0,0.0,🔴 vazio,⚪ N/A,missing_url,URL nao cadastrada em brands.json. Adicionar e rodar discovery.,,active,
regenepure,Regenepure,outras,0,0,0.0,🔴 vazio,⚪ N/A,missing_url,URL nao cadastrada em brands.json. Adicionar e rodar discovery.,,active,
rene-furterer,René Furterer,outras,0,0,0.0,🔴 vazio,⚪ N/A,missing_url,URL nao cadastrada em brands.json. Adicionar e rodar discovery.,,active,
reuzel,Reuzel,outras,0,0,0.0,🔴 vazio,⚪ N/A,missing_url,URL nao cadastrada em brands.json. Adicionar e rodar discovery.,,active,
revitalash,RevitaLash,outras,0,0,0.0,🔴 vazio,⚪ N/A,missing_url,URL nao cadastrada em brands.json. Adicionar e rodar discovery.,,active,
revlon-professional,Revlon Professional,outras,0,0,0.0,🔴 vazio,⚪ N/A,missing_url,URL nao cadastrada em brands.json. Adicionar e rodar discovery.,,active,
rg-professional,RG Professional,outras,0,0,0.0,🔴 vazio,⚪ N/A,missing_url,URL nao cadastrada em brands.json. Adicionar e rodar discovery.,,active,
richee-professional,Richée Professional,outras,0,0,0.0,🔴 vazio,⚪ N/A,missing_url,URL nao cadastrada em brands.json. Adicionar e rodar discovery.,,active,
rie-salon-pro,Riè Salon-Pro,outras,0,0,0.0,🔴 vazio,⚪ N/A,missing_url,URL nao cadastrada em brands.json. Adicionar e rodar discovery.,,active,
rienza,Rienza,outras,0,0,0.0,🔴 vazio,⚪ N/A,missing_url,URL nao cadastrada em brands.json. Adicionar e rodar discovery.,,active,
risa-professional,Risa Professional,outras,0,0,0.0,🔴 vazio,⚪ N/A,missing_url,URL nao cadastrada em brands.json. Adicionar e rodar discovery.,,active,
rita-hazan,Rita Hazan,outras,0,0,0.0,🔴 vazio,⚪ N/A,missing_url,URL nao cadastrada em brands.json. Adicionar e rodar discovery.,,active,
rivenna-professional,Rivenna Professional,outras,0,0,0.0,🔴 vazio,⚪ N/A,missing_url,URL nao cadastrada em brands.json. Adicionar e rodar discovery.,,active,
robson-peluquero,Robson Peluquero,outras,0,0,0.0,🔴 vazio,⚪ N/A,missing_url,URL nao cadastrada em brands.json. Adicionar e rodar discovery.,,active,
roger,Roger,outras,0,0,0.0,🔴 vazio,⚪ N/A,missing_url,URL nao cadastrada em brands.json. Adicionar e rodar discovery.,,active,
ros,Ros,outras,0,0,0.0,🔴 vazio,⚪ N/A,missing_url,URL nao cadastrada em brands.json. Adicionar e rodar discovery.,,active,
rosa-amazonica,Rosa Amazônica,outras,0,0,0.0,🔴 vazio,⚪ N/A,missing_url,URL nao cadastrada em brands.json. Adicionar e rodar discovery.,,active,
rossano-ferretti-parma,Rossano Ferretti Parma,outras,0,0,0.0,🔴 vazio,⚪ N/A,missing_url,URL nao cadastrada em brands.json. Adicionar e rodar discovery.,,active,
roswell-club,Roswell Club,outras,0,0,0.0,🔴 vazio,⚪ N/A,missing_url,URL nao cadastrada em brands.json. Adicionar e rodar discovery.,,active,
route-66,Route 66,outras,0,0,0.0,🔴 vazio,⚪ N/A,missing_url,URL nao cadastrada em brands.json. Adicionar e rodar discovery.,,active,
royal-d,Royal.d,outras,0,0,0.0,🔴 vazio,⚪ N/A,missing_url,URL nao cadastrada em brands.json. Adicionar e rodar discovery.,,active,
royal-professional,Royal Professional,outras,0,0,0.0,🔴 vazio,⚪ N/A,missing_url,URL nao cadastrada em brands.json. Adicionar e rodar discovery.,,active,
roza-raiz-cosmeticos,Roza Raiz Cosméticos,outras,0,0,0.0,🔴 vazio,⚪ N/A,missing_url,URL nao cadastrada em brands.json. Adicionar e rodar discovery.,,active,
rubelita-professional,Rubelita Professional,outras,0,0,0.0,🔴 vazio,⚪ N/A,missing_url,URL nao cadastrada em brands.json. Adicionar e rodar discovery.,,active,
ruggero-cosmeticos,Ruggero Cosméticos,outras,0,0,0.0,🔴 vazio,⚪ N/A,missing_url,URL nao cadastrada em brands.json. Adicionar e rodar discovery.,,active,
rusk,Rusk,internacional,0,0,0.0,🔴 vazio,⚪ N/A,missing_url,URL nao cadastrada em brands.json. Adicionar e rodar discovery.,,active,
s-o-s-beleza-brasileira,S.O.S Beleza Brasileira,outras,0,0,0.0,🔴 vazio,⚪ N/A,missing_url,URL nao cadastrada em brands.json. Adicionar e rodar discovery.,,active,
sachajuan,Sachajuan,outras,0,0,0.0,🔴 vazio,⚪ N/A,missing_url,URL nao cadastrada em brands.json. Adicionar e rodar discovery.,,active,
salles-profissional,Salles Profissional,outras,0,0,0.0,🔴 vazio,⚪ N/A,missing_url,URL nao cadastrada em brands.json. Adicionar e rodar discovery.,,active,
sallore,Sallore,outras,0,0,0.0,🔴 vazio,⚪ N/A,missing_url,URL nao cadastrada em brands.json. Adicionar e rodar discovery.,,active,
salvatore-cosmeticos-hair-pro,Salvatore Cosméticos - Hair Pro,outras,0,0,0.0,🔴 vazio,⚪ N/A,missing_url,URL nao cadastrada em brands.json. Adicionar e rodar discovery.,,active,
sanliss-profissional,Sanliss Profissional,outras,0,0,0.0,🔴 vazio,⚪ N/A,missing_url,URL nao cadastrada em brands.json. Adicionar e rodar discovery.,,active,
schwarzkopf-professional,Schwarzkopf Professional,outras,0,0,0.0,🔴 vazio,⚪ N/A,missing_url,URL nao cadastrada em brands.json. Adicionar e rodar discovery.,,active,
sebastian-professional,Sebastian Professional,outras,0,0,0.0,🔴 vazio,⚪ N/A,missing_url,URL nao cadastrada em brands.json. Adicionar e rodar discovery.,,active,
seed-phytonutrients,Seed Phytonutrients,outras,0,0,0.0,🔴 vazio,⚪ N/A,missing_url,URL nao cadastrada em brands.json. Adicionar e rodar discovery.,,active,
segredo-dela,Segredo Dela,outras,0,0,0.0,🔴 vazio,⚪ N/A,missing_url,URL nao cadastrada em brands.json. Adicionar e rodar discovery.,,active,
senapack,Senapack,outras,0,0,0.0,🔴 vazio,⚪ N/A,missing_url,URL nao cadastrada em brands.json. Adicionar e rodar discovery.,,active,
sexy-hair-concepts,Sexy Hair Concepts,outras,0,0,0.0,🔴 vazio,⚪ N/A,missing_url,URL nao cadastrada em brands.json. Adicionar e rodar discovery.,,active,
sheamoisture,SheaMoisture,outras,0,0,0.0,🔴 vazio,⚪ N/A,missing_url,URL nao cadastrada em brands.json. Adicionar e rodar discovery.,,active,
shine-blue,Shine Blue,outras,0,0,0.0,🔴 vazio,⚪ N/A,missing_url,URL nao cadastrada em brands.json. Adicionar e rodar discovery.,,active,
shiseido,Shiseido,outras,0,0,0.0,🔴 vazio,⚪ N/A,missing_url,URL nao cadastrada em brands.json. Adicionar e rodar discovery.,,active,
sillage,Sillage,outras,0,0,0.0,🔴 vazio,⚪ N/A,missing_url,URL nao cadastrada em brands.json. Adicionar e rodar discovery.,,active,
simbioze-amazonica,Simbioze Amazônica,outras,0,0,0.0,🔴 vazio,⚪ N/A,missing_url,URL nao cadastrada em brands.json. Adicionar e rodar discovery.,,active,
simple-b,Simple B,outras,0,0,0.0,🔴 vazio,⚪ N/A,missing_url,URL nao cadastrada em brands.json. Adicionar e rodar discovery.,,active,
sisley,Sisley,outras,0,0,0.0,🔴 vazio,⚪ N/A,missing_url,URL nao cadastrada em brands.json. Adicionar e rodar discovery.,,active,
skala,Skala,outras,0,0,0.0,🔴 vazio,⚪ N/A,missing_url,URL nao cadastrada em brands.json. Adicionar e rodar discovery.,,active,
slide-cosmeticos,Slide Cosméticos,outras,0,0,0.0,🔴 vazio,⚪ N/A,missing_url,URL nao cadastrada em brands.json. Adicionar e rodar discovery.,,active,
sobelle,Sobelle,outras,0,0,0.0,🔴 vazio,⚪ N/A,missing_url,URL nao cadastrada em brands.json. Adicionar e rodar discovery.,,active,
sobrebarba,Sobrebarba,outras,0,0,0.0,🔴 vazio,⚪ N/A,missing_url,URL nao cadastrada em brands.json. Adicionar e rodar discovery.,,active,
soft-color,Soft Color,outras,0,0,0.0,🔴 vazio,⚪ N/A,missing_url,URL nao cadastrada em brands.json. Adicionar e rodar discovery.,,active,
soft-hair,Soft Hair,outras,0,0,0.0,🔴 vazio,⚪ N/A,missing_url,URL nao cadastrada em brands.json. Adicionar e rodar discovery.,,active,
sollido,Sóllido,outras,0,0,0.0,🔴 vazio,⚪ N/A,missing_url,URL nao cadastrada em brands.json. Adicionar e rodar discovery.,,active,
sorali-cosmetics,Sorali Cosmetics,outras,0,0,0.0,🔴 vazio,⚪ N/A,missing_url,URL nao cadastrada em brands.json. Adicionar e rodar discovery.,,active,
soul-care,Soul Care,outras,0,0,0.0,🔴 vazio,⚪ N/A,missing_url,URL nao cadastrada em brands.json. Adicionar e rodar discovery.,,active,
soul-power,Soul Power,outras,0,0,0.0,🔴 vazio,⚪ N/A,missing_url,URL nao cadastrada em brands.json. Adicionar e rodar discovery.,,active,
soulta,Soulta,outras,0,0,0.0,🔴 vazio,⚪ N/A,missing_url,URL nao cadastrada em brands.json. Adicionar e rodar discovery.,,active,
southliss-cosmeticos,SouthLiss Cosméticos,outras,0,0,0.0,🔴 vazio,⚪ N/A,missing_url,URL nao cadastrada em brands.json. Adicionar e rodar discovery.,,active,
starlab,Starlab,outras,0,0,0.0,🔴 vazio,⚪ N/A,missing_url,URL nao cadastrada em brands.json. Adicionar e rodar discovery.,,active,
stellar-beauty,Stellar Beauty,outras,0,0,0.0,🔴 vazio,⚪ N/A,missing_url,URL nao cadastrada em brands.json. Adicionar e rodar discovery.,,active,
stephen-knoll,Stephen Knoll,outras,0,0,0.0,🔴 vazio,⚪ N/A,missing_url,URL nao cadastrada em brands.json. Adicionar e rodar discovery.,,active,
stijl,Stijl,outras,0,0,0.0,🔴 vazio,⚪ N/A,missing_url,URL nao cadastrada em brands.json. Adicionar e rodar discovery.,,active,
storia-maro,Storia Maro,outras,0,0,0.0,🔴 vazio,⚪ N/A,missing_url,URL nao cadastrada em brands.json. Adicionar e rodar discovery.,,active,
strass,Strass,outras,0,0,0.0,🔴 vazio,⚪ N/A,missing_url,URL nao cadastrada em brands.json. Adicionar e rodar discovery.,,active,
strong-barber,Strong Barber,outras,0,0,0.0,🔴 vazio,⚪ N/A,missing_url,URL nao cadastrada em brands.json. Adicionar e rodar discovery.,,active,
stuff-anti-frizz,Stuff Anti Frizz,outras,0,0,0.0,🔴 vazio,⚪ N/A,missing_url,URL nao cadastrada em brands.json. Adicionar e rodar discovery.,,active,
superbia,Supérbia,outras,0,0,0.0,🔴 vazio,⚪ N/A,missing_url,URL nao cadastrada em brands.json. Adicionar e rodar discovery.,,active,
taiff,Taiff,outras,0,0,0.0,🔴 vazio,⚪ N/A,missing_url,URL nao cadastrada em brands.json. Adicionar e rodar discovery.,,active,
tangle-teezer,Tangle Teezer,outras,0,0,0.0,🔴 vazio,⚪ N/A,missing_url,URL nao cadastrada em brands.json. Adicionar e rodar discovery.,,active,
teimoso,Teimoso,outras,0,0,0.0,🔴 vazio,⚪ N/A,missing_url,URL nao cadastrada em brands.json. Adicionar e rodar discovery.,,active,
terumy-acessorios,Terumy Acessórios,outras,0,0,0.0,🔴 vazio,⚪ N/A,missing_url,URL nao cadastrada em brands.json. Adicionar e rodar discovery.,,active,
the-body-shop,The Body Shop,outras,0,0,0.0,🔴 vazio,⚪ N/A,missing_url,URL nao cadastrada em brands.json. Adicionar e rodar discovery.,,active,
the-ordinary,The Ordinary,outras,0,0,0.0,🔴 vazio,⚪ N/A,missing_url,URL nao cadastrada em brands.json. Adicionar e rodar discovery.,,active,
the-organic-pharmacy,The Organic Pharmacy,outras,0,0,0.0,🔴 vazio,⚪ N/A,missing_url,URL nao cadastrada em brands.json. Adicionar e rodar discovery.,,active,
three,THREE,outras,0,0,0.0,🔴 vazio,⚪ N/A,missing_url,URL nao cadastrada em brands.json. Adicionar e rodar discovery.,,active,
three-therapy,Three Therapy,outras,0,0,0.0,🔴 vazio,⚪ N/A,missing_url,URL nao cadastrada em brands.json. Adicionar e rodar discovery.,,active,
tigi-bed-head-catwalk,TIGI Bed Head / Catwalk,outras,0,0,0.0,🔴 vazio,⚪ N/A,missing_url,URL nao cadastrada em brands.json. Adicionar e rodar discovery.,,active,
tio-nacho,Tío Nacho,outras,0,0,0.0,🔴 vazio,⚪ N/A,missing_url,URL nao cadastrada em brands.json. Adicionar e rodar discovery.,,active,
toplife-profissional,Toplife Profissional,outras,0,0,0.0,🔴 vazio,⚪ N/A,missing_url,URL nao cadastrada em brands.json. Adicionar e rodar discovery.,,active,
total-lissy,Total Lissy,outras,0,0,0.0,🔴 vazio,⚪ N/A,missing_url,URL nao cadastrada em brands.json. Adicionar e rodar discovery.,,active,
tra-la-la,Trá Lá Lá,outras,0,0,0.0,🔴 vazio,⚪ N/A,missing_url,URL nao cadastrada em brands.json. Adicionar e rodar discovery.,,active,
tri-baum,Tri-Baum,outras,0,0,0.0,🔴 vazio,⚪ N/A,missing_url,URL nao cadastrada em brands.json. Adicionar e rodar discovery.,,active,
tricomin-clinical,Tricomin Clinical,outras,0,0,0.0,🔴 vazio,⚪ N/A,missing_url,URL nao cadastrada em brands.json. Adicionar e rodar discovery.,,active,
tridium-cosmeticos,Tridium Cosméticos,outras,0,0,0.0,🔴 vazio,⚪ N/A,missing_url,URL nao cadastrada em brands.json. Adicionar e rodar discovery.,,active,
triskle,Triskle,outras,0,0,0.0,🔴 vazio,⚪ N/A,missing_url,URL nao cadastrada em brands.json. Adicionar e rodar discovery.,,active,
troia-hair-cosmetics,Tróia Hair Cosmetics,outras,0,0,0.0,🔴 vazio,⚪ N/A,missing_url,URL nao cadastrada em brands.json. Adicionar e rodar discovery.,,active,
tsubaki,Tsubaki,outras,0,0,0.0,🔴 vazio,⚪ N/A,missing_url,URL nao cadastrada em brands.json. Adicionar e rodar discovery.,,active,
tyrrel,Tyrrel,outras,0,0,0.0,🔴 vazio,⚪ N/A,missing_url,URL nao cadastrada em brands.json. Adicionar e rodar discovery.,,active,
tzaha-professional-hair-excelence,Tzaha Professional Hair Excelence,outras,0,0,0.0,🔴 vazio,⚪ N/A,missing_url,URL nao cadastrada em brands.json. Adicionar e rodar discovery.,,active,
uhse,Uhse,outras,0,0,0.0,🔴 vazio,⚪ N/A,missing_url,URL nao cadastrada em brands.json. Adicionar e rodar discovery.,,active,
ulumee,Ulumee,outras,0,0,0.0,🔴 vazio,⚪ N/A,missing_url,URL nao cadastrada em brands.json. Adicionar e rodar discovery.,,active,
unilever,Unilever,outras,0,0,0.0,🔴 vazio,⚪ N/A,missing_url,URL nao cadastrada em brands.json. Adicionar e rodar discovery.,,active,31
unite,Unite,outras,0,0,0.0,🔴 vazio,⚪ N/A,missing_url,URL nao cadastrada em brands.json. Adicionar e rodar discovery.,,active,
up2you,Up2You,outras,0,0,0.0,🔴 vazio,⚪ N/A,missing_url,URL nao cadastrada em brands.json. Adicionar e rodar discovery.,,active,
uppercut-deluxe,Uppercut Deluxe,outras,0,0,0.0,🔴 vazio,⚪ N/A,missing_url,URL nao cadastrada em brands.json. Adicionar e rodar discovery.,,active,
usk,USK,outras,0,0,0.0,🔴 vazio,⚪ N/A,missing_url,URL nao cadastrada em brands.json. Adicionar e rodar discovery.,,blocked,43
vancouver,Vancouver,outras,0,0,0.0,🔴 vazio,⚪ N/A,missing_url,URL nao cadastrada em brands.json. Adicionar e rodar discovery.,,active,
ve-de-verdade,Vê de Verdade,outras,0,0,0.0,🔴 vazio,⚪ N/A,missing_url,URL nao cadastrada em brands.json. Adicionar e rodar discovery.,,active,
vedis,Vedis,outras,0,0,0.0,🔴 vazio,⚪ N/A,missing_url,URL nao cadastrada em brands.json. Adicionar e rodar discovery.,,active,
veinira,Veinira,outras,0,0,0.0,🔴 vazio,⚪ N/A,missing_url,URL nao cadastrada em brands.json. Adicionar e rodar discovery.,,active,
venceslaufarma,Venceslaufarma,outras,0,0,0.0,🔴 vazio,⚪ N/A,missing_url,URL nao cadastrada em brands.json. Adicionar e rodar discovery.,,active,
venille-professional,Venille Professional,outras,0,0,0.0,🔴 vazio,⚪ N/A,missing_url,URL nao cadastrada em brands.json. Adicionar e rodar discovery.,,active,
verde-brasil-cosmeticos,Verde Brasil Cosméticos,outras,0,0,0.0,🔴 vazio,⚪ N/A,missing_url,URL nao cadastrada em brands.json. Adicionar e rodar discovery.,,active,
verdena,Verdena,outras,0,0,0.0,🔴 vazio,⚪ N/A,missing_url,URL nao cadastrada em brands.json. Adicionar e rodar discovery.,,active,
vertix,Vertix,outras,0,0,0.0,🔴 vazio,⚪ N/A,missing_url,URL nao cadastrada em brands.json. Adicionar e rodar discovery.,,active,
via-aroma,Via Aroma,outras,0,0,0.0,🔴 vazio,⚪ N/A,missing_url,URL nao cadastrada em brands.json. Adicionar e rodar discovery.,,active,
vichy,Vichy,outras,0,0,0.0,🔴 vazio,⚪ N/A,missing_url,URL nao cadastrada em brands.json. Adicionar e rodar discovery.,,active,4
vicka-care,Vicka Care,outras,0,0,0.0,🔴 vazio,⚪ N/A,missing_url,URL nao cadastrada em brands.json. Adicionar e rodar discovery.,,active,
victoria-hair,Victoria Hair,outras,0,0,0.0,🔴 vazio,⚪ N/A,missing_url,URL nao cadastrada em brands.json. Adicionar e rodar discovery.,,active,
victorine-profissional,Victorine Profissional,outras,0,0,0.0,🔴 vazio,⚪ N/A,missing_url,URL nao cadastrada em brands.json. Adicionar e rodar discovery.,,active,
vira-cosmeticos,Virá Cosméticos,outras,0,0,0.0,🔴 vazio,⚪ N/A,missing_url,URL nao cadastrada em brands.json. Adicionar e rodar discovery.,,active,
virtue,Virtue,outras,0,0,0.0,🔴 vazio,⚪ N/A,missing_url,URL nao cadastrada em brands.json. Adicionar e rodar discovery.,,active,
vita-seiva,Vita Seiva,outras,0,0,0.0,🔴 vazio,⚪ N/A,missing_url,URL nao cadastrada em brands.json. Adicionar e rodar discovery.,,active,
vitaderm,Vitaderm,outras,0,0,0.0,🔴 vazio,⚪ N/A,missing_url,URL nao cadastrada em brands.json. Adicionar e rodar discovery.,,active,
vital-x-repair-professional,Vital X Repair Professional,outras,0,0,0.0,🔴 vazio,⚪ N/A,missing_url,URL nao cadastrada em brands.json. Adicionar e rodar discovery.,,active,
vitalab,Vitalab,outras,0,0,0.0,🔴 vazio,⚪ N/A,missing_url,URL nao cadastrada em brands.json. Adicionar e rodar discovery.,,active,
vizcaya,Vizcaya,outras,0,0,0.0,🔴 vazio,⚪ N/A,missing_url,URL nao cadastrada em brands.json. Adicionar e rodar discovery.,,active,
